complaint_text,issue_type
There is a major water pipe leak on Park Lane,water_leakage
Road potholes and cracks on Elm Street,road_damage
Garbage piles near Cedar Street are attracting rats,garbage
Sewage water is leaking on Main Street street,sewage
Water is leaking from the pipe near Birch Avenue,water_leakage
Sewage smell in the alley near Park Lane is unbearable,sewage
Sewage water is leaking on Park Lane street,sewage
Many potholes along Maple Avenue street making it unsafe,pothole
Water is leaking from the pipe near Birch Avenue,water_leakage
Dangerous pothole on Main Street road is causing accidents,pothole
Unsafe road conditions on Park Lane street,road_damage
Many potholes along Elm Street street making it unsafe,pothole
There is a large pothole on MG Road causing danger,pothole
Constant water leakage on Birch Avenue is wasting water,water_leakage
Sewage water is leaking on Elm Street street,sewage
Garbage piles near 5th Avenue are attracting rats,garbage
Sewage water stagnating on Cedar Street road,sewage
Huge pothole near Oak Street needs urgent repair,pothole
Garbage dumping near Oak Street is causing health issues,garbage
Open sewage on MG Road is a health hazard,sewage
The park near Park Lane is full of broken benches and trash,park_maintenance
Loud noise from construction site at Birch Avenue is disturbing,noise
Park maintenance is poor at Pine Road,park_maintenance
Traffic signals are malfunctioning at MG Road intersection,traffic_signal
Sewage smell in the alley near Birch Avenue is unbearable,sewage
Poor lighting on Elm Street at night is dangerous,streetlight
Public toilet near Cedar Street is dirty and unusable,sanitation
Loud noise from construction site at Oak Street is disturbing,noise
Open sewage on Birch Avenue is a health hazard,sewage
Repair the damaged road near Cedar Street,road_damage
Garbage piles near Elm Street are attracting rats,garbage
Broken traffic light on Cedar Street road causing traffic jams,traffic_signal
Park facilities at Birch Avenue need repair,park_maintenance
Sanitation facilities at Pine Road need improvement,sanitation
Loud noise from construction site at Park Lane is disturbing,noise
Street lights are not working properly at Main Street,streetlight
Clean the park area near Maple Avenue,park_maintenance
Dark street due to faulty streetlights on 5th Avenue,streetlight
Sewage smell in the alley near Oak Street is unbearable,sewage
Fix public sanitation issues at Pine Road,sanitation
Please control noise at Pine Road during nights,noise
Damaged road surface on Main Street needs fixing,road_damage
Garbage is not collected for weeks in MG Road,garbage
Repair the damaged road near Elm Street,road_damage
Noise pollution from Oak Street is unbearable,noise
Overflowing garbage bins at Park Lane need cleaning,garbage
Fix public sanitation issues at MG Road,sanitation
Potholes are damaging vehicles on 5th Avenue,pothole
There is a large pothole on Cedar Street causing danger,pothole
Fix streetlight on Main Street quickly for safety,streetlight
Traffic signal timing is wrong on Maple Avenue,traffic_signal
Clean the park area near Main Street,park_maintenance
Potholes are damaging vehicles on Cedar Street,pothole
Overflowing garbage bins at Park Lane need cleaning,garbage
Dark street due to faulty streetlights on Oak Street,streetlight
Sanitation facilities at Cedar Street need improvement,sanitation
Damaged road surface on Main Street needs fixing,road_damage
High noise levels from Oak Street factory,noise
Urgent repair needed for traffic lights at MG Road,traffic_signal
Road potholes and cracks on Cedar Street,road_damage
Traffic signals are malfunctioning at Pine Road intersection,traffic_signal
Repair the damaged road near Birch Avenue,road_damage
Sewage water is leaking on 5th Avenue street,sewage
Water leakage near Park Lane has damaged the street,water_leakage
Dark street due to faulty streetlights on Park Lane,streetlight
Huge pothole near Park Lane needs urgent repair,pothole
Traffic signals are malfunctioning at MG Road intersection,traffic_signal
High noise levels from Cedar Street factory,noise
Road potholes and cracks on MG Road,road_damage
Water leakage near Maple Avenue has damaged the street,water_leakage
Many potholes along 5th Avenue street making it unsafe,pothole
Constant water leakage on Oak Street is wasting water,water_leakage
Potholes are damaging vehicles on 5th Avenue,pothole
Open sewage on Main Street is a health hazard,sewage
Overflowing garbage bins at Park Lane need cleaning,garbage
Constant noise near Birch Avenue affecting residents,noise
Park facilities at Elm Street need repair,park_maintenance
Road potholes and cracks on MG Road,road_damage
Sewage smell in the alley near Birch Avenue is unbearable,sewage
Damaged road surface on MG Road needs fixing,road_damage
Loud noise from construction site at 5th Avenue is disturbing,noise
Constant noise near Pine Road affecting residents,noise
Noise pollution from Pine Road is unbearable,noise
Fix streetlight on Elm Street quickly for safety,streetlight
Poor lighting on Main Street at night is dangerous,streetlight
Road potholes and cracks on MG Road,road_damage
Traffic signals on Cedar Street are not working,traffic_signal
Loud noise from construction site at Pine Road is disturbing,noise
Water leakage near Oak Street has damaged the street,water_leakage
Park facilities at Birch Avenue need repair,park_maintenance
Traffic signals are malfunctioning at Oak Street intersection,traffic_signal
Unsafe road conditions on MG Road street,road_damage
Many street lights off on Main Street road,streetlight
Constant water leakage on Oak Street is wasting water,water_leakage
Repair the damaged road near Birch Avenue,road_damage
Water is leaking from the pipe near Park Lane,water_leakage
Damaged road surface on Park Lane needs fixing,road_damage
Many street lights off on Birch Avenue road,streetlight
Traffic signal timing is wrong on MG Road,traffic_signal
There is a large pothole on Elm Street causing danger,pothole
Poor lighting on Birch Avenue at night is dangerous,streetlight
Sewage water is leaking on Birch Avenue street,sewage
Constant water leakage on Oak Street is wasting water,water_leakage
Sanitation facilities at Elm Street need improvement,sanitation
Water leakage near Oak Street has damaged the street,water_leakage
Poor lighting on Main Street at night is dangerous,streetlight
Damaged road surface on MG Road needs fixing,road_damage
Park facilities at Oak Street need repair,park_maintenance
Repair the damaged road near Birch Avenue,road_damage
Children cannot play at Cedar Street park due to trash,park_maintenance
Unsafe road conditions on 5th Avenue street,road_damage
Sewage smell in the alley near Pine Road is unbearable,sewage
Road potholes and cracks on Elm Street,road_damage
Urgent repair needed for traffic lights at Elm Street,traffic_signal
Children cannot play at 5th Avenue park due to trash,park_maintenance
Sewage smell in the alley near 5th Avenue is unbearable,sewage
Traffic signals are malfunctioning at MG Road intersection,traffic_signal
There is a large pothole on MG Road causing danger,pothole
Noise pollution from Birch Avenue is unbearable,noise
Constant noise near MG Road affecting residents,noise
Urgent repair needed for traffic lights at Cedar Street,traffic_signal
Road is cracked and unsafe on Elm Street,road_damage
Road potholes and cracks on Cedar Street,road_damage
Damaged road surface on Birch Avenue needs fixing,road_damage
Garbage dumping near Elm Street is causing health issues,garbage
Constant noise near Park Lane affecting residents,noise
Loud noise from construction site at Maple Avenue is disturbing,noise
Garbage is not collected for weeks in MG Road,garbage
Garbage dumping near Birch Avenue is causing health issues,garbage
Loud noise from construction site at Cedar Street is disturbing,noise
Noise pollution from Main Street is unbearable,noise
Park facilities at Birch Avenue need repair,park_maintenance
Garbage is not collected for weeks in Main Street,garbage
Traffic signals on Birch Avenue are not working,traffic_signal
Traffic signals are malfunctioning at Oak Street intersection,traffic_signal
Sewage smell in the alley near MG Road is unbearable,sewage
Poor lighting on Cedar Street at night is dangerous,streetlight
Urgent repair needed for traffic lights at Maple Avenue,traffic_signal
There is a large pothole on Cedar Street causing danger,pothole
Huge pothole near Main Street needs urgent repair,pothole
Please clean garbage from Elm Street street,garbage
Dark street due to faulty streetlights on Main Street,streetlight
Road is cracked and unsafe on 5th Avenue,road_damage
The park near 5th Avenue is full of broken benches and trash,park_maintenance
There is a major water pipe leak on 5th Avenue,water_leakage
Loud noise from construction site at Oak Street is disturbing,noise
Constant water leakage on Pine Road is wasting water,water_leakage
There is a large pothole on MG Road causing danger,pothole
Street lights are not working properly at MG Road,streetlight
Broken traffic light on Main Street road causing traffic jams,traffic_signal
Noise pollution from Birch Avenue is unbearable,noise
Poor lighting on 5th Avenue at night is dangerous,streetlight
There is a major water pipe leak on Elm Street,water_leakage
Fix public sanitation issues at Cedar Street,sanitation
Loud noise from construction site at Oak Street is disturbing,noise
Unsafe road conditions on Park Lane street,road_damage
Sewage water is leaking on Pine Road street,sewage
Public toilet near Maple Avenue is dirty and unusable,sanitation
Garbage is not collected for weeks in Main Street,garbage
Many street lights off on Pine Road road,streetlight
